commodity,location,year,reported,irrigated_acres,total_acres,total_production,unit
TURNIPS,06023,2012,t,,5,,
"TURNIPS, FRESH MARKET",06023,2012,f,,5,,
"TURNIPS, FRESH MARKET",06023,2012,t,,5,,
VEGETABLE SEEDS,06023,2012,f,,21,,
"VEGETABLE SEEDS, IN THE OPEN",06023,2012,f,,21,,
"VEGETABLE SEEDS, IN THE OPEN",06023,2012,t,,21,,
"VEGETABLES, OTHER",06023,2012,f,,14,,
"VEGETABLES, OTHER, VEGETABLES",06023,2012,f,,14,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06023,2012,f,,14,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06023,2012,t,,14,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",06023,2012,t,,14,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",06023,2012,f,,14,,
VEGETABLE TOTALS,06023,2012,f,,598,,
"VEGETABLE TOTALS, IN THE OPEN",06023,2012,t,574,598,,
"VEGETABLE TOTALS, IN THE OPEN",06023,2012,f,,598,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06023,2012,f,,594,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06023,2012,t,,594,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06023,2012,t,,4,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06023,2012,f,,4,,
ASPARAGUS,06025,2012,f,,66,,
ASPARAGUS,06025,2012,t,,66,,
"ASPARAGUS, FRESH MARKET",06025,2012,t,,66,,
"ASPARAGUS, FRESH MARKET",06025,2012,f,,66,,
BEANS,06025,2012,f,,6,,
"BEANS, SNAP",06025,2012,f,,6,,
"BEANS, SNAP, FRESH MARKET",06025,2012,t,,6,,
"BEANS, SNAP, FRESH MARKET",06025,2012,f,,6,,
BEETS,06025,2012,t,,300,,
BEETS,06025,2012,f,,300,,
BROCCOLI,06025,2012,t,,10070,,
BROCCOLI,06025,2012,f,,10070,,
BRUSSELS SPROUTS,06025,2012,f,,2237,,
BRUSSELS SPROUTS,06025,2012,t,,2237,,
CABBAGE,06025,2012,f,,1350,,
"CABBAGE, HEAD",06025,2012,t,,1350,,
"CABBAGE, HEAD",06025,2012,f,,1350,,
"CABBAGE, HEAD, FRESH MARKET",06025,2012,t,,1350,,
"CABBAGE, HEAD, FRESH MARKET",06025,2012,f,,1350,,
CARROTS,06025,2012,f,,14871,,
CARROTS,06025,2012,t,,14871,,
"CARROTS, FRESH MARKET",06025,2012,f,,13404,,
"CARROTS, FRESH MARKET",06025,2012,t,,13404,,
"CARROTS, PROCESSING",06025,2012,t,,1467,,
"CARROTS, PROCESSING",06025,2012,f,,1467,,
CAULIFLOWER,06025,2012,f,,5757,,
CAULIFLOWER,06025,2012,t,,5757,,
CELERY,06025,2012,t,,1055,,
CELERY,06025,2012,f,,1055,,
"CELERY, FRESH MARKET",06025,2012,t,,715,,
"CELERY, FRESH MARKET",06025,2012,f,,715,,
"CELERY, PROCESSING",06025,2012,t,,340,,
"CELERY, PROCESSING",06025,2012,f,,340,,
CITRUS TOTALS,06025,2012,t,,4314,,
CITRUS TOTALS,06025,2012,f,,4314,,
CORN,06025,2012,f,580,580,95496,BU
"CORN, GRAIN",06025,2012,t,580,580,95496,BU
COTTON,06025,2012,t,3073,3073,10239,BALES
"COTTON, UPLAND",06025,2012,t,3073,3073,10239,BALES
EGGPLANT,06025,2012,f,,1,,
EGGPLANT,06025,2012,t,,1,,
"EGGPLANT, FRESH MARKET",06025,2012,t,,1,,
"EGGPLANT, FRESH MARKET",06025,2012,f,,1,,
GRASSES,06025,2012,f,,,4233804,LB
GRASSES & LEGUMES TOTALS,06025,2012,f,55560,55560,,
"GRASSES & LEGUMES TOTALS, SEED",06025,2012,f,55560,55560,,
"GRASSES & LEGUMES TOTALS, SEED",06025,2012,t,55560,55560,,
"GRASSES, SUDANGRASS",06025,2012,f,,,4233804,LB
"GRASSES, SUDANGRASS, SEED",06025,2012,t,,,4233804,LB
HAY,06025,2012,t,235687,250612,1676514,TONS
"HAY, ALFALFA",06025,2012,t,155091,158235,1173325,TONS
HAY & HAYLAGE,06025,2012,t,233013,246400,1689634,TONS
HAYLAGE,06025,2012,f,2948,2948,,
HAYLAGE,06025,2012,t,2948,2948,26542,TONS
"HAYLAGE, ALFALFA",06025,2012,t,1640,1640,,
"HAYLAGE, ALFALFA",06025,2012,f,1640,1640,,
"HAYLAGE, (EXCL ALFALFA)",06025,2012,t,1308,1308,,
"HAYLAGE, (EXCL ALFALFA)",06025,2012,f,1308,1308,,
"HAY, TAME",06025,2012,f,73020,84205,460200,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06025,2012,t,73020,84205,460200,TONS
LEGUMES,06025,2012,f,27893,27893,15793291,LB
"LEGUMES, ALFALFA",06025,2012,f,27893,27893,15793291,LB
"LEGUMES, ALFALFA, SEED",06025,2012,t,27893,27893,15793291,LB
LEMONS,06025,2012,f,,2953,,
LEMONS,06025,2012,t,,2953,,
LETTUCE,06025,2012,t,,41739,,
LETTUCE,06025,2012,f,,83479,,
"LETTUCE, FRESH MARKET",06025,2012,t,,41739,,
"LETTUCE, FRESH MARKET",06025,2012,f,,41739,,
"LETTUCE, HEAD",06025,2012,t,,21227,,
"LETTUCE, HEAD",06025,2012,f,,21227,,
"LETTUCE, HEAD, FRESH MARKET",06025,2012,t,,21227,,
"LETTUCE, HEAD, FRESH MARKET",06025,2012,f,,21227,,
"LETTUCE, LEAF",06025,2012,t,,9847,,
"LETTUCE, LEAF",06025,2012,f,,9847,,
"LETTUCE, LEAF, FRESH MARKET",06025,2012,f,,9847,,
"LETTUCE, LEAF, FRESH MARKET",06025,2012,t,,9847,,
"LETTUCE, ROMAINE",06025,2012,f,,10666,,
"LETTUCE, ROMAINE",06025,2012,t,,10666,,
"LETTUCE, ROMAINE, FRESH MARKET",06025,2012,t,,10666,,
"LETTUCE, ROMAINE, FRESH MARKET",06025,2012,f,,10666,,
MELONS,06025,2012,f,,10071,,
"MELONS, CANTALOUP",06025,2012,t,,8030,,
"MELONS, CANTALOUP",06025,2012,f,,8030,,
"MELONS, CANTALOUP, FRESH MARKET",06025,2012,f,,8030,,
"MELONS, CANTALOUP, FRESH MARKET",06025,2012,t,,8030,,
"MELONS, HONEYDEW",06025,2012,f,,655,,
"MELONS, HONEYDEW",06025,2012,t,,655,,
"MELONS, HONEYDEW, FRESH MARKET",06025,2012,f,,655,,
"MELONS, HONEYDEW, FRESH MARKET",06025,2012,t,,655,,
"MELONS, WATERMELON",06025,2012,f,,1386,,
"MELONS, WATERMELON",06025,2012,t,,1386,,
"MELONS, WATERMELON, FRESH MARKET",06025,2012,t,,1386,,
"MELONS, WATERMELON, FRESH MARKET",06025,2012,f,,1386,,
NON-CITRUS TOTALS,06025,2012,f,,1098,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06025,2012,f,,1098,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06025,2012,t,,1098,,
NURSERY TOTALS,06025,2012,f,,166,,
"NURSERY TOTALS, IN THE OPEN",06025,2012,f,,166,,
"NURSERY TOTALS, IN THE OPEN",06025,2012,t,,166,,
OKRA,06025,2012,t,,269,,
OKRA,06025,2012,f,,269,,
"OKRA, FRESH MARKET",06025,2012,f,,269,,
"OKRA, FRESH MARKET",06025,2012,t,,269,,
ONIONS,06025,2012,f,,8565,,
"ONIONS, DRY",06025,2012,f,,8565,,
"ONIONS, DRY",06025,2012,t,,8565,,
"ONIONS, DRY, FRESH MARKET",06025,2012,t,,4471,,
"ONIONS, DRY, FRESH MARKET",06025,2012,f,,4471,,
"ONIONS, DRY, PROCESSING",06025,2012,f,,4094,,
"ONIONS, DRY, PROCESSING",06025,2012,t,,4094,,
PEAS,06025,2012,f,,3,,
"PEAS, CHINESE (SUGAR & SNOW)",06025,2012,f,,3,,
"PEAS, CHINESE (SUGAR & SNOW)",06025,2012,t,,3,,
"PEAS, CHINESE (SUGAR & SNOW), FRESH MARKET",06025,2012,t,,3,,
"PEAS, CHINESE (SUGAR & SNOW), FRESH MARKET",06025,2012,f,,3,,
POTATOES,06025,2012,t,,1840,,
POTATOES,06025,2012,f,,1840,,
SORGHUM,06025,2012,f,322,322,3330,TONS
"SORGHUM, SILAGE",06025,2012,t,322,322,3330,TONS
SPINACH,06025,2012,f,,4624,,
SPINACH,06025,2012,t,,4624,,
SQUASH,06025,2012,t,,71,,
SQUASH,06025,2012,f,,71,,
"SQUASH, FRESH MARKET",06025,2012,t,,71,,
"SQUASH, FRESH MARKET",06025,2012,f,,71,,
"SQUASH, SUMMER",06025,2012,f,,2,,
"SQUASH, SUMMER",06025,2012,t,,2,,
"SQUASH, SUMMER, FRESH MARKET",06025,2012,t,,2,,
"SQUASH, SUMMER, FRESH MARKET",06025,2012,f,,2,,
"SQUASH, WINTER",06025,2012,f,,69,,
"SQUASH, WINTER",06025,2012,t,,69,,
"SQUASH, WINTER, FRESH MARKET",06025,2012,f,,69,,
"SQUASH, WINTER, FRESH MARKET",06025,2012,t,,69,,
SUGARBEETS,06025,2012,t,,,1169409,TONS
SWEET CORN,06025,2012,f,,5838,,
SWEET CORN,06025,2012,t,,5838,,
"SWEET CORN, FRESH MARKET",06025,2012,t,,5838,,
"SWEET CORN, FRESH MARKET",06025,2012,f,,5838,,
TANGERINES,06025,2012,f,,501,,
TANGERINES,06025,2012,t,,501,,
TOMATOES,06025,2012,f,,3,,
"TOMATOES, IN THE OPEN",06025,2012,f,,3,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06025,2012,t,,3,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06025,2012,f,,3,,
TREE NUT TOTALS,06025,2012,f,,105,,
TREE NUT TOTALS,06025,2012,t,,105,,
"VEGETABLES, OTHER",06025,2012,f,,14014,,
"VEGETABLES, OTHER, VEGETABLES",06025,2012,f,,14014,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06025,2012,t,,14014,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06025,2012,f,,14014,,
VEGETABLE TOTALS,06025,2012,f,,126153,,
"VEGETABLE TOTALS, IN THE OPEN",06025,2012,t,105979,126153,,
"VEGETABLE TOTALS, IN THE OPEN",06025,2012,f,,126153,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06025,2012,t,,105268,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06025,2012,f,,105268,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06025,2012,f,,20885,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06025,2012,t,,20885,,
WHEAT,06025,2012,t,84625,171260,17618445,BU
"WHEAT, SPRING",06025,2012,f,84625,84625,8738126,BU
"WHEAT, SPRING, DURUM",06025,2012,t,84625,84625,8738126,BU
HAY,06027,2012,t,5667,5667,31306,TONS
"HAY, ALFALFA",06027,2012,t,3967,3967,23297,TONS
HAY & HAYLAGE,06027,2012,t,5667,5667,31306,TONS
"HAY, SMALL GRAIN",06027,2012,t,500,500,1500,TONS
"HAY, TAME",06027,2012,f,1200,1200,6509,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06027,2012,t,1200,1200,6509,TONS
HERBS,06027,2012,f,3,3,1413,LB
HERBS,06027,2012,f,,1,,
"HERBS, DRY",06027,2012,t,3,3,1413,LB
"HERBS, FRESH CUT",06027,2012,t,,1,,
"HERBS, FRESH CUT",06027,2012,f,,1,,
"HERBS, FRESH CUT, FRESH MARKET",06027,2012,f,,1,,
"HERBS, FRESH CUT, FRESH MARKET",06027,2012,t,,1,,
MELONS,06027,2012,f,,6,,
"MELONS, CANTALOUP",06027,2012,t,,4,,
"MELONS, CANTALOUP",06027,2012,f,,4,,
"MELONS, CANTALOUP, FRESH MARKET",06027,2012,f,,4,,
"MELONS, CANTALOUP, FRESH MARKET",06027,2012,t,,4,,
"MELONS, WATERMELON",06027,2012,t,,2,,
"MELONS, WATERMELON",06027,2012,f,,2,,
"MELONS, WATERMELON, FRESH MARKET",06027,2012,f,,2,,
"MELONS, WATERMELON, FRESH MARKET",06027,2012,t,,2,,
PEPPERS,06027,2012,f,,1,,
"PEPPERS, CHILE",06027,2012,f,,1,,
"PEPPERS, CHILE",06027,2012,t,,1,,
"PEPPERS, CHILE, FRESH MARKET",06027,2012,f,,1,,
"PEPPERS, CHILE, FRESH MARKET",06027,2012,t,,1,,
SQUASH,06027,2012,f,,1,,
SQUASH,06027,2012,t,,1,,
"SQUASH, FRESH MARKET",06027,2012,t,,1,,
"SQUASH, FRESH MARKET",06027,2012,f,,1,,
TOMATOES,06027,2012,f,,2,,
"TOMATOES, IN THE OPEN",06027,2012,f,,2,,
"TOMATOES, IN THE OPEN",06027,2012,t,,2,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06027,2012,f,,2,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06027,2012,t,,2,,
ALMONDS,06029,2012,f,,143809,,
ALMONDS,06029,2012,t,,143809,,
APPLES,06029,2012,t,,2052,,
APPLES,06029,2012,f,,2052,,
BARLEY,06029,2012,t,,3851,211070,BU
BEANS,06029,2012,f,,784,,
BEANS,06029,2012,f,2096,2096,69919,CWT
"BEANS, DRY EDIBLE",06029,2012,f,2096,2096,69919,CWT
"BEANS, DRY EDIBLE, (EXCL LIMA)",06029,2012,t,2096,2096,69919,CWT
"BEANS, SNAP",06029,2012,f,,784,,
"BEANS, SNAP",06029,2012,t,,784,,
BEDDING PLANT TOTALS,06029,2012,f,,38,,
"BEDDING PLANT TOTALS, IN THE OPEN",06029,2012,t,,38,,
"BEDDING PLANT TOTALS, IN THE OPEN",06029,2012,f,,38,,
BEETS,06029,2012,f,,450,,
BEETS,06029,2012,t,,450,,
BLACKBERRIES,06029,2012,f,,6,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06029,2012,f,,6,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06029,2012,t,,6,,
BLUEBERRIES,06029,2012,f,,1491,,
"BLUEBERRIES, TAME",06029,2012,t,,1491,,
"BLUEBERRIES, TAME",06029,2012,f,,1491,,
CABBAGE,06029,2012,f,,821,,
"CABBAGE, CHINESE",06029,2012,t,,341,,
"CABBAGE, CHINESE",06029,2012,f,,341,,
"CABBAGE, CHINESE, FRESH MARKET",06029,2012,f,,341,,
"CABBAGE, CHINESE, FRESH MARKET",06029,2012,t,,341,,
"CABBAGE, HEAD",06029,2012,t,,480,,
"CABBAGE, HEAD",06029,2012,f,,480,,
"CABBAGE, HEAD, FRESH MARKET",06029,2012,f,,480,,
"CABBAGE, HEAD, FRESH MARKET",06029,2012,t,,480,,
CARROTS,06029,2012,t,,33414,,
CARROTS,06029,2012,f,,33415,,
"CARROTS, FRESH MARKET",06029,2012,t,,26811,,
"CARROTS, FRESH MARKET",06029,2012,f,,26811,,
"CARROTS, PROCESSING",06029,2012,t,,6604,,
"CARROTS, PROCESSING",06029,2012,f,,6604,,
CHERRIES,06029,2012,f,,5317,,
"CHERRIES, SWEET",06029,2012,f,,5317,,
"CHERRIES, SWEET",06029,2012,t,,5317,,
CITRUS TOTALS,06029,2012,t,,53992,,
CITRUS TOTALS,06029,2012,f,,53992,,
CORN,06029,2012,f,29975,32453,1333039,TONS
CORN,06029,2012,f,29975,32453,1333039,BU
"CORN, GRAIN",06029,2012,t,4598,4598,675548,BU
"CORN, SILAGE",06029,2012,t,25377,27855,657491,TONS
COTTON,06029,2012,t,55547,55547,181331,BALES
"COTTON, PIMA",06029,2012,t,35822,35822,112523,BALES
"COTTON, UPLAND",06029,2012,t,19725,19725,68808,BALES
CUCUMBERS,06029,2012,t,,2,,
CUCUMBERS,06029,2012,f,,2,,
"CUCUMBERS, FRESH MARKET",06029,2012,t,,2,,
"CUCUMBERS, FRESH MARKET",06029,2012,f,,2,,
CUT FLOWERS & CUT CULTIVATED GREENS,06029,2012,f,,45,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06029,2012,t,,45,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06029,2012,f,,45,,
EGGPLANT,06029,2012,f,,2,,
EGGPLANT,06029,2012,t,,2,,
"EGGPLANT, FRESH MARKET",06029,2012,t,,2,,
"EGGPLANT, FRESH MARKET",06029,2012,f,,2,,
FLORICULTURE TOTALS,06029,2012,f,,84,,
"FLORICULTURE TOTALS, IN THE OPEN",06029,2012,t,,84,,
"FLORICULTURE TOTALS, IN THE OPEN",06029,2012,f,,84,,
"FLOWERING PLANTS, POTTED",06029,2012,f,,2,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS",06029,2012,f,,2,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED",06029,2012,f,,2,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED, INDOOR USE",06029,2012,f,,2,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED, INDOOR USE, IN THE OPEN",06029,2012,f,,2,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED, INDOOR USE, IN THE OPEN",06029,2012,t,,2,,
GARLIC,06029,2012,f,,2957,,
GARLIC,06029,2012,t,,2957,,
"GARLIC, FRESH MARKET",06029,2012,t,,1006,,
"GARLIC, FRESH MARKET",06029,2012,f,,1006,,
"GARLIC, PROCESSING",06029,2012,t,,1951,,
"GARLIC, PROCESSING",06029,2012,f,,1951,,
GRAPES,06029,2012,t,,99649,,
GRAPES,06029,2012,f,,99649,,
HAY,06029,2012,t,61935,67496,463312,TONS
HAY,06029,2012,f,867,867,,
"HAY, ALFALFA",06029,2012,t,54945,57360,435582,TONS
HAY & HAYLAGE,06029,2012,t,70880,76305,535236,TONS
HAYLAGE,06029,2012,t,,14931,145507,TONS
"HAYLAGE, ALFALFA",06029,2012,t,,6407,38828,TONS
"HAYLAGE, (EXCL ALFALFA)",06029,2012,t,,8524,106679,TONS
"HAY, SMALL GRAIN",06029,2012,t,6123,8291,22014,TONS
"HAY, TAME",06029,2012,f,867,867,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06029,2012,t,867,867,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06029,2012,f,867,867,,
LETTUCE,06029,2012,t,,1966,,
LETTUCE,06029,2012,f,,1966,,
"LETTUCE, FRESH MARKET",06029,2012,t,,1966,,
"LETTUCE, FRESH MARKET",06029,2012,f,,1966,,
MELONS,06029,2012,f,,3441,,
"MELONS, CANTALOUP",06029,2012,f,,631,,
"MELONS, CANTALOUP",06029,2012,t,,631,,
"MELONS, CANTALOUP, FRESH MARKET",06029,2012,t,,631,,
"MELONS, CANTALOUP, FRESH MARKET",06029,2012,f,,631,,
"MELONS, HONEYDEW",06029,2012,f,,927,,
"MELONS, HONEYDEW",06029,2012,t,,927,,
"MELONS, HONEYDEW, FRESH MARKET",06029,2012,f,,927,,
"MELONS, HONEYDEW, FRESH MARKET",06029,2012,t,,927,,
"MELONS, WATERMELON",06029,2012,f,,1883,,
"MELONS, WATERMELON",06029,2012,t,,1883,,
NECTARINES,06029,2012,t,,652,,
NECTARINES,06029,2012,f,,652,,
"NON-CITRUS, OTHER",06029,2012,f,,46,,
"NON-CITRUS, OTHER, NON-CITRUS",06029,2012,f,,46,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER",06029,2012,f,,46,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER, (EXCL BERRIES)",06029,2012,f,,46,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER, (EXCL BERRIES)",06029,2012,t,,46,,
NON-CITRUS TOTALS,06029,2012,f,,128484,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06029,2012,f,,128484,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06029,2012,t,,128484,,
NURSERY TOTALS,06029,2012,f,,1535,,
"NURSERY TOTALS, IN THE OPEN",06029,2012,t,,1535,,
"NURSERY TOTALS, IN THE OPEN",06029,2012,f,,1535,,
OATS,06029,2012,t,,1837,116876,BU
OKRA,06029,2012,t,,1,,
OKRA,06029,2012,f,,1,,
"OKRA, FRESH MARKET",06029,2012,f,,1,,
"OKRA, FRESH MARKET",06029,2012,t,,1,,
ONIONS,06029,2012,f,,4284,,
"ONIONS, DRY",06029,2012,t,,3691,,
"ONIONS, DRY",06029,2012,f,,3690,,
"ONIONS, DRY, FRESH MARKET",06029,2012,t,,1170,,
"ONIONS, DRY, FRESH MARKET",06029,2012,f,,1170,,
"ONIONS, DRY, PROCESSING",06029,2012,t,,2520,,
"ONIONS, DRY, PROCESSING",06029,2012,f,,2520,,
"ONIONS, GREEN",06029,2012,t,,594,,
"ONIONS, GREEN",06029,2012,f,,594,,
"ONIONS, GREEN, FRESH MARKET",06029,2012,t,,594,,
"ONIONS, GREEN, FRESH MARKET",06029,2012,f,,594,,
ORANGES,06029,2012,f,,36770,,
ORANGES,06029,2012,t,,36771,,
"ORANGES, MID & NAVEL",06029,2012,t,,30619,,
"ORANGES, MID & NAVEL",06029,2012,f,,30619,,
"ORANGES, VALENCIA",06029,2012,f,,6151,,
"ORANGES, VALENCIA",06029,2012,t,,6151,,
PARSLEY,06029,2012,f,,321,,
PARSLEY,06029,2012,t,,321,,
PEACHES,06029,2012,f,,1010,,
PEACHES,06029,2012,t,,1010,,
"PEACHES, CLINGSTONE",06029,2012,f,,92,,
"PEACHES, CLINGSTONE",06029,2012,t,,92,,
"PEACHES, FREESTONE",06029,2012,t,,918,,
"PEACHES, FREESTONE",06029,2012,f,,918,,
PEAS,06029,2012,f,,6,,
"PEAS, GREEN",06029,2012,f,,6,,
"PEAS, GREEN, (EXCL SOUTHERN)",06029,2012,f,,6,,
"PEAS, GREEN, (EXCL SOUTHERN)",06029,2012,t,,6,,
"PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET",06029,2012,t,,6,,
"PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET",06029,2012,f,,6,,
PEPPERS,06029,2012,f,,2790,,
"PEPPERS, BELL",06029,2012,f,,2611,,
"PEPPERS, BELL",06029,2012,t,,2611,,
"PEPPERS, CHILE",06029,2012,t,,179,,
"PEPPERS, CHILE",06029,2012,f,,179,,
PISTACHIOS,06029,2012,f,,74524,,
PISTACHIOS,06029,2012,t,,74524,,
PLUMS,06029,2012,f,,1176,,
PLUMS,06029,2012,t,,1176,,
POMEGRANATES,06029,2012,t,,16572,,
POMEGRANATES,06029,2012,f,,16572,,
POTATOES,06029,2012,f,,22767,,
POTATOES,06029,2012,t,,22768,,
"POTATOES, FRESH MARKET",06029,2012,f,,15969,,
"POTATOES, FRESH MARKET",06029,2012,t,,15969,,
"POTATOES, PROCESSING",06029,2012,f,,6798,,
"POTATOES, PROCESSING",06029,2012,t,,6798,,
RADISHES,06029,2012,t,,205,,
RADISHES,06029,2012,f,,205,,
"RADISHES, FRESH MARKET",06029,2012,f,,205,,
"RADISHES, FRESH MARKET",06029,2012,t,,205,,
SHORT TERM WOODY CROPS,06029,2012,f,8,8,,
SHORT TERM WOODY CROPS,06029,2012,t,8,8,,
SORGHUM,06029,2012,f,,8812,202866,BU
SORGHUM,06029,2012,f,,8812,202866,TONS
"SORGHUM, GRAIN",06029,2012,t,,1447,94448,BU
"SORGHUM, SILAGE",06029,2012,t,,7365,108418,TONS
SQUASH,06029,2012,t,,78,,
SQUASH,06029,2012,f,,157,,
"SQUASH, FRESH MARKET",06029,2012,f,,78,,
"SQUASH, FRESH MARKET",06029,2012,t,,78,,
"SQUASH, SUMMER",06029,2012,t,,66,,
"SQUASH, SUMMER",06029,2012,f,,66,,
"SQUASH, SUMMER, FRESH MARKET",06029,2012,f,,66,,
"SQUASH, SUMMER, FRESH MARKET",06029,2012,t,,66,,
"SQUASH, WINTER",06029,2012,t,,13,,
"SQUASH, WINTER",06029,2012,f,,13,,
"SQUASH, WINTER, FRESH MARKET",06029,2012,f,,13,,
"SQUASH, WINTER, FRESH MARKET",06029,2012,t,,13,,
SWEET CORN,06029,2012,f,,43,,
SWEET CORN,06029,2012,t,,43,,
"SWEET CORN, FRESH MARKET",06029,2012,t,,43,,
"SWEET CORN, FRESH MARKET",06029,2012,f,,43,,
SWEET POTATOES,06029,2012,f,,335,,
SWEET POTATOES,06029,2012,t,,335,,
"SWEET POTATOES, FRESH MARKET",06029,2012,f,,335,,
"SWEET POTATOES, FRESH MARKET",06029,2012,t,,335,,
TANGELOS,06029,2012,t,,286,,
TANGELOS,06029,2012,f,,286,,
TANGERINES,06029,2012,f,,12937,,
TANGERINES,06029,2012,t,,12937,,
TOMATOES,06029,2012,f,,10495,,
"TOMATOES, IN THE OPEN",06029,2012,f,,10495,,
"TOMATOES, IN THE OPEN",06029,2012,t,,10495,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06029,2012,f,,1278,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06029,2012,t,,1278,,
"TOMATOES, IN THE OPEN, PROCESSING",06029,2012,t,,9217,,
"TOMATOES, IN THE OPEN, PROCESSING",06029,2012,f,,9217,,
TREE NUT TOTALS,06029,2012,t,,221675,,
TREE NUT TOTALS,06029,2012,f,,221675,,
VEGETABLE SEEDS,06029,2012,f,,632,,
"VEGETABLE SEEDS, IN THE OPEN",06029,2012,f,,632,,
"VEGETABLE SEEDS, IN THE OPEN",06029,2012,t,,632,,
VEGETABLE TOTALS,06029,2012,f,,88634,,
"VEGETABLE TOTALS, IN THE OPEN",06029,2012,f,,88634,,
"VEGETABLE TOTALS, IN THE OPEN",06029,2012,t,84962,88634,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06029,2012,f,,60196,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06029,2012,t,,60196,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06029,2012,t,,28438,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06029,2012,f,,28438,,
WHEAT,06029,2012,t,31776,42149,3452162,BU
"WHEAT, SPRING",06029,2012,f,6742,8062,651274,BU
"WHEAT, SPRING, DURUM",06029,2012,t,2885,2885,293763,BU
"WHEAT, SPRING, (EXCL DURUM)",06029,2012,t,3857,5177,357511,BU
"WHEAT, WINTER",06029,2012,t,25034,34087,2800888,BU
ALMONDS,06031,2012,f,,18501,,
ALMONDS,06031,2012,t,,18501,,
BARLEY,06031,2012,t,,7484,413044,BU
BEANS,06031,2012,f,3765,3765,111740,CWT
"BEANS, DRY EDIBLE",06031,2012,f,3765,3765,111740,CWT
"BEANS, DRY EDIBLE, (EXCL LIMA)",06031,2012,t,3765,3765,111740,CWT
BLACKBERRIES,06031,2012,f,,1,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06031,2012,t,,1,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06031,2012,f,,1,,
CORN,06031,2012,f,67936,69390,3001570,BU
CORN,06031,2012,f,67936,69390,3001570,TONS
"CORN, GRAIN",06031,2012,t,8486,8486,1454127,BU
"CORN, SILAGE",06031,2012,t,59450,60904,1547443,TONS
COTTON,06031,2012,t,109923,109923,317609,BALES
"COTTON, PIMA",06031,2012,t,97182,97182,273540,BALES
"COTTON, UPLAND",06031,2012,t,12741,12741,44069,BALES
CUCUMBERS,06031,2012,t,,1,,
CUCUMBERS,06031,2012,f,,1,,
"CUCUMBERS, FRESH MARKET",06031,2012,t,,1,,
"CUCUMBERS, FRESH MARKET",06031,2012,f,,1,,
GARLIC,06031,2012,t,,2584,,
GARLIC,06031,2012,f,,2584,,
GRAPES,06031,2012,t,,4891,,
GRAPES,06031,2012,f,,4891,,
GRASSES & LEGUMES TOTALS,06031,2012,f,1623,1623,,
